epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,16320.2,0.71603,1.3445,0.70319,1.09098,0.88416,0.74845,0.83679,0.63282,0.87433,0.74012,0.8138,0.54798,0.87485,1.46877,0.76639,1.04659,0.0076636,0.0076636,0.0076636
120,16462.2,0.71907,1.31126,0.69099,1.10225,0.86586,0.75536,0.83641,0.6329,0.86729,0.74884,0.82043,0.55031,0.87757,1.4804,0.76496,1.04959,0.0076438,0.0076438,0.0076438
121,16604.5,0.72114,1.35953,0.70478,1.09505,0.8809,0.75347,0.83812,0.63403,0.87501,0.74802,0.81932,0.54524,0.87236,1.48108,0.76614,1.0438,0.007624,0.007624,0.007624
122,16746.7,0.72719,1.3644,0.71891,1.09888,0.86463,0.76735,0.83763,0.6385,0.85681,0.76041,0.81752,0.54871,0.86336,1.4584,0.76733,1.03829,0.0076042,0.0076042,0.0076042
123,16888.5,0.71102,1.31738,0.70856,1.10014,0.88132,0.75911,0.84484,0.63868,0.87595,0.75448,0.82419,0.55404,0.86554,1.46964,0.76351,1.04235,0.0075844,0.0075844,0.0075844
124,17031,0.69492,1.30378,0.66822,1.08133,0.8697,0.76041,0.84231,0.64156,0.85965,0.75162,0.82095,0.55292,0.85932,1.48437,0.76878,1.03509,0.0075646,0.0075646,0.0075646
125,17173.1,0.68936,1.25398,0.66103,1.09283,0.88842,0.75578,0.84134,0.64314,0.87575,0.74931,0.82118,0.55514,0.86153,1.48522,0.75667,1.03722,0.0075448,0.0075448,0.0075448
126,17315,0.72251,1.32513,0.70152,1.09499,0.89389,0.74838,0.83775,0.6371,0.87978,0.74607,0.81731,0.55414,0.86516,1.48087,0.7629,1.04554,0.007525,0.007525,0.007525
127,17456.8,0.716,1.31736,0.68986,1.09628,0.88063,0.75439,0.84126,0.64046,0.87397,0.74468,0.81746,0.55527,0.86219,1.47338,0.74771,1.04606,0.0075052,0.0075052,0.0075052
128,17599.2,0.71523,1.28617,0.68295,1.09002,0.88206,0.76966,0.84812,0.64968,0.86993,0.75994,0.82746,0.56132,0.85436,1.44794,0.7361,1.03832,0.0074854,0.0074854,0.0074854
129,17741.2,0.71754,1.31661,0.70728,1.10172,0.88078,0.76087,0.84699,0.64705,0.86825,0.75292,0.82386,0.56267,0.85303,1.44223,0.74101,1.04068,0.0074656,0.0074656,0.0074656
130,17883.5,0.71728,1.32956,0.69903,1.09433,0.87825,0.75736,0.84684,0.64528,0.8685,0.75208,0.82828,0.56036,0.86373,1.43578,0.74914,1.04605,0.0074458,0.0074458,0.0074458
131,18025.8,0.70044,1.29753,0.66861,1.08637,0.8926,0.74699,0.84834,0.64851,0.88381,0.74006,0.82687,0.56306,0.85175,1.43052,0.75019,1.03512,0.007426,0.007426,0.007426
132,18168,0.72188,1.35492,0.68041,1.08452,0.85634,0.76925,0.84682,0.64823,0.85069,0.76457,0.82763,0.56081,0.85451,1.43364,0.7476,1.03563,0.0074062,0.0074062,0.0074062
133,18309.8,0.70155,1.2876,0.68717,1.08346,0.85921,0.76735,0.8436,0.6469,0.85351,0.76226,0.82357,0.55701,0.8452,1.44902,0.74551,1.02658,0.0073864,0.0073864,0.0073864
134,18451.3,0.70064,1.2674,0.67422,1.09377,0.86849,0.75254,0.83851,0.64028,0.86155,0.74653,0.81762,0.55258,0.84858,1.45118,0.75117,1.03162,0.0073666,0.0073666,0.0073666
135,18593.6,0.69602,1.27583,0.67996,1.08412,0.88021,0.75254,0.83917,0.64179,0.87188,0.7491,0.82281,0.55575,0.84986,1.45276,0.74697,1.0392,0.0073468,0.0073468,0.0073468
136,18735,0.70714,1.27441,0.68206,1.09041,0.87602,0.75166,0.84082,0.64592,0.86923,0.74422,0.82273,0.55794,0.84711,1.45233,0.74381,1.03184,0.007327,0.007327,0.007327
137,18877.2,0.70642,1.32559,0.68361,1.08975,0.89023,0.75398,0.84947,0.64745,0.88503,0.74653,0.83008,0.56136,0.84759,1.43722,0.73062,1.03239,0.0073072,0.0073072,0.0073072
138,19019.1,0.70008,1.25036,0.67861,1.07963,0.88726,0.76549,0.85512,0.65193,0.87782,0.76272,0.83628,0.5691,0.83794,1.42529,0.72231,1.02218,0.0072874,0.0072874,0.0072874
139,19161.1,0.70381,1.29473,0.67556,1.08168,0.88962,0.76457,0.85318,0.65191,0.88131,0.75555,0.83287,0.57161,0.84039,1.42625,0.72297,1.0247,0.0072676,0.0072676,0.0072676
140,19303.9,0.69414,1.26341,0.66728,1.07996,0.87522,0.78184,0.85697,0.65092,0.87634,0.76226,0.83624,0.56863,0.84175,1.43469,0.72125,1.02641,0.0072478,0.0072478,0.0072478
141,19446,0.69129,1.26004,0.67314,1.08477,0.88251,0.77845,0.859,0.65468,0.86291,0.77382,0.8372,0.57063,0.84145,1.42967,0.72015,1.02804,0.007228,0.007228,0.007228
142,19589.2,0.70718,1.29695,0.68053,1.08643,0.87341,0.78168,0.85411,0.65115,0.86731,0.77092,0.83248,0.57078,0.83997,1.41451,0.73035,1.02799,0.0072082,0.0072082,0.0072082
143,19732,0.69891,1.25754,0.6762,1.08359,0.8861,0.7803,0.85729,0.65344,0.87597,0.77058,0.83321,0.57163,0.8395,1.40531,0.72556,1.02639,0.0071884,0.0071884,0.0071884
144,19874,0.70067,1.25153,0.6728,1.08417,0.88046,0.78585,0.85374,0.64897,0.87187,0.77521,0.83268,0.56739,0.84448,1.40459,0.72522,1.03101,0.0071686,0.0071686,0.0071686
145,20016.3,0.69598,1.27417,0.66825,1.08575,0.8766,0.77983,0.8574,0.65304,0.87176,0.77347,0.83562,0.56766,0.84141,1.39919,0.72356,1.02438,0.0071488,0.0071488,0.0071488
146,20158.6,0.67693,1.24137,0.67588,1.08065,0.89133,0.77521,0.85667,0.65338,0.88145,0.7669,0.8352,0.56716,0.8363,1.39906,0.71987,1.02307,0.007129,0.007129,0.007129
147,20300.8,0.70296,1.29794,0.67669,1.08604,0.89536,0.7729,0.85339,0.65288,0.88807,0.76411,0.83578,0.56884,0.83505,1.39214,0.71538,1.02625,0.0071092,0.0071092,0.0071092
148,20443,0.70518,1.28543,0.67743,1.08159,0.90399,0.76645,0.85177,0.65358,0.89418,0.75856,0.83321,0.5702,0.83136,1.38994,0.71042,1.02045,0.0070894,0.0070894,0.0070894
149,20585.1,0.68281,1.20689,0.65463,1.07744,0.89432,0.77197,0.85115,0.65404,0.88473,0.76411,0.83442,0.57078,0.82692,1.39216,0.7104,1.01655,0.0070696,0.0070696,0.0070696
150,20728,0.69417,1.27399,0.66489,1.08145,0.901,0.77012,0.85616,0.65568,0.89254,0.76069,0.83562,0.56932,0.82482,1.40409,0.71645,1.01846,0.0070498,0.0070498,0.0070498
151,20869.7,0.69733,1.30172,0.66617,1.07656,0.90779,0.76688,0.85903,0.65941,0.89646,0.75689,0.83352,0.56975,0.82304,1.40465,0.7114,1.01621,0.00703,0.00703,0.00703
152,21011.4,0.67103,1.22108,0.65352,1.06453,0.91276,0.76457,0.85924,0.65722,0.90061,0.75439,0.83641,0.57095,0.83034,1.41166,0.71153,1.02226,0.0070102,0.0070102,0.0070102
153,21153.4,0.6905,1.24357,0.66868,1.08352,0.8973,0.77382,0.86126,0.65839,0.88214,0.76457,0.8386,0.57114,0.8367,1.41385,0.70952,1.02622,0.0069904,0.0069904,0.0069904
154,21295.3,0.68089,1.21113,0.63627,1.07349,0.89218,0.77697,0.86133,0.65878,0.8798,0.76827,0.83665,0.56986,0.83212,1.41501,0.70824,1.02291,0.0069706,0.0069706,0.0069706
155,21437.5,0.66704,1.21415,0.64201,1.06232,0.89169,0.7766,0.86026,0.66107,0.87948,0.76596,0.83857,0.57507,0.82784,1.41003,0.703,1.02145,0.0069508,0.0069508,0.0069508
156,21579.9,0.68913,1.24746,0.6699,1.08265,0.8922,0.78122,0.85914,0.66157,0.88248,0.77105,0.8369,0.57792,0.82553,1.40206,0.70619,1.01908,0.006931,0.006931,0.006931
157,21722.2,0.68305,1.23671,0.64393,1.0643,0.9009,0.77372,0.85866,0.65992,0.89336,0.76087,0.83644,0.57828,0.82642,1.40524,0.70899,1.01516,0.0069112,0.0069112,0.0069112
158,21863.8,0.6831,1.22479,0.6481,1.07346,0.88335,0.784,0.85647,0.66042,0.89051,0.76596,0.83761,0.57747,0.82293,1.40252,0.70589,1.01198,0.0068914,0.0068914,0.0068914
159,22006,0.69602,1.24653,0.6661,1.07717,0.88699,0.78414,0.85591,0.66144,0.88059,0.77105,0.83578,0.57758,0.82204,1.4064,0.70334,1.01043,0.0068716,0.0068716,0.0068716
160,22147.6,0.68285,1.22626,0.65684,1.07526,0.88877,0.77798,0.85715,0.66165,0.89029,0.76642,0.83789,0.57901,0.82339,1.4011,0.70929,1.00992,0.0068518,0.0068518,0.0068518
161,22289.4,0.69503,1.27807,0.65576,1.07104,0.88582,0.78228,0.85642,0.66196,0.88114,0.77336,0.84038,0.57937,0.82307,1.40071,0.70112,1.00783,0.006832,0.006832,0.006832
162,22431.9,0.66607,1.17758,0.63657,1.06169,0.87703,0.78353,0.85585,0.66259,0.86823,0.77715,0.84071,0.57701,0.81938,1.40079,0.70158,1.00609,0.0068122,0.0068122,0.0068122
163,22574.2,0.66726,1.19929,0.63613,1.05868,0.88552,0.78261,0.85505,0.65965,0.88082,0.77598,0.83995,0.5765,0.82254,1.39209,0.70229,1.00851,0.0067924,0.0067924,0.0067924
164,22716.4,0.68967,1.23107,0.66325,1.084,0.88858,0.78199,0.85565,0.65975,0.88004,0.77613,0.83958,0.57859,0.82217,1.3927,0.70033,1.00901,0.0067726,0.0067726,0.0067726
165,22858.7,0.68126,1.207,0.64553,1.0743,0.89515,0.77398,0.85839,0.66183,0.88134,0.77382,0.84096,0.58061,0.82538,1.39018,0.69672,1.01022,0.0067528,0.0067528,0.0067528
166,23001.1,0.66913,1.17627,0.63711,1.05861,0.90486,0.77613,0.85787,0.66364,0.88897,0.77058,0.84093,0.58193,0.82261,1.38709,0.69611,1.00679,0.006733,0.006733,0.006733
167,23143.4,0.67105,1.20584,0.64244,1.06987,0.90134,0.77428,0.85738,0.66518,0.89199,0.77163,0.84293,0.58438,0.82219,1.38281,0.69357,1.00816,0.0067132,0.0067132,0.0067132
168,23285.9,0.67316,1.22038,0.63775,1.05784,0.90188,0.77428,0.85999,0.66632,0.89488,0.76827,0.84478,0.58707,0.81981,1.38021,0.692,1.00783,0.0066934,0.0066934,0.0066934
169,23428.1,0.67815,1.23392,0.64788,1.07524,0.89677,0.77954,0.86084,0.66701,0.89305,0.7763,0.84937,0.58758,0.81908,1.38334,0.69023,1.00757,0.0066736,0.0066736,0.0066736
170,23570.1,0.66353,1.17083,0.63346,1.05614,0.9064,0.77475,0.86288,0.66818,0.90045,0.76966,0.84899,0.58903,0.81779,1.37966,0.68368,1.00542,0.0066538,0.0066538,0.0066538
171,23711.6,0.66543,1.20391,0.62852,1.06014,0.90438,0.77336,0.86264,0.66757,0.89573,0.77081,0.84807,0.58968,0.81752,1.37479,0.68628,1.00501,0.006634,0.006634,0.006634
172,23853.4,0.67718,1.20929,0.64761,1.07032,0.90415,0.77223,0.8613,0.66707,0.89747,0.76924,0.84793,0.59013,0.81783,1.36964,0.69005,1.00594,0.0066142,0.0066142,0.0066142
173,23995.7,0.66919,1.21301,0.62695,1.06318,0.89927,0.77706,0.86219,0.66699,0.89392,0.77243,0.84748,0.58971,0.81992,1.36617,0.68974,1.00528,0.0065944,0.0065944,0.0065944
174,24138.2,0.65588,1.21153,0.63208,1.06744,0.91321,0.77384,0.86636,0.67046,0.90914,0.76828,0.85294,0.59199,0.81573,1.36077,0.68173,1.00189,0.0065746,0.0065746,0.0065746
175,24280.5,0.66496,1.20531,0.63322,1.06801,0.90921,0.77475,0.86746,0.67257,0.90894,0.77106,0.85457,0.59344,0.81181,1.35944,0.67966,0.99994,0.0065548,0.0065548,0.0065548
176,24422.3,0.66411,1.16506,0.62793,1.06376,0.91562,0.77288,0.86991,0.67416,0.91223,0.76916,0.85644,0.59457,0.81,1.35714,0.67607,0.99913,0.006535,0.006535,0.006535
177,24564.3,0.65393,1.18315,0.62104,1.05938,0.90529,0.77983,0.86952,0.67674,0.90621,0.77314,0.85738,0.59448,0.80694,1.34853,0.67539,0.99572,0.0065152,0.0065152,0.0065152
178,24706.8,0.66528,1.1824,0.64023,1.06505,0.90925,0.77859,0.87041,0.67602,0.90655,0.77178,0.85877,0.59461,0.80279,1.34829,0.67587,0.99343,0.0064954,0.0064954,0.0064954
179,24849.5,0.65604,1.17791,0.62613,1.05946,0.90646,0.77994,0.86862,0.67687,0.90973,0.76917,0.85759,0.59385,0.8002,1.35109,0.6768,0.99212,0.0064756,0.0064756,0.0064756
180,24991.7,0.64668,1.15009,0.61542,1.05615,0.90638,0.77752,0.86856,0.67665,0.90129,0.77105,0.85325,0.59305,0.80146,1.35391,0.68169,0.99421,0.0064558,0.0064558,0.0064558
181,25133.3,0.66712,1.19412,0.62817,1.06271,0.90146,0.77857,0.86691,0.67619,0.9035,0.77382,0.85415,0.593,0.80062,1.35102,0.68326,0.99453,0.006436,0.006436,0.006436
182,25275.3,0.64727,1.19905,0.61729,1.05364,0.90024,0.77521,0.86662,0.6735,0.89815,0.7709,0.85301,0.59064,0.8037,1.34654,0.68262,0.99672,0.0064162,0.0064162,0.0064162
183,25417.5,0.65819,1.17678,0.62772,1.06682,0.89486,0.77549,0.86503,0.67271,0.89058,0.77012,0.85223,0.59178,0.80263,1.34317,0.6845,0.9947,0.0063964,0.0063964,0.0063964
184,25559.3,0.65928,1.1951,0.6245,1.06004,0.90694,0.77567,0.86481,0.67413,0.9034,0.77012,0.85237,0.59228,0.80172,1.34064,0.68702,0.9936,0.0063766,0.0063766,0.0063766
185,25702.1,0.65136,1.15158,0.61724,1.05533,0.90362,0.77623,0.86506,0.67484,0.90238,0.76966,0.85282,0.59291,0.79955,1.34013,0.68588,0.99182,0.0063568,0.0063568,0.0063568
186,25844.3,0.65495,1.16769,0.63461,1.05743,0.90933,0.77471,0.86539,0.67634,0.90424,0.76866,0.85351,0.5937,0.79741,1.3394,0.683,0.99123,0.006337,0.006337,0.006337
187,25986.6,0.66703,1.19873,0.63894,1.07067,0.90579,0.77937,0.8659,0.67696,0.91298,0.76669,0.8535,0.59311,0.79665,1.3396,0.68175,0.99128,0.0063172,0.0063172,0.0063172
188,26128.5,0.65225,1.18681,0.61687,1.05325,0.9079,0.77966,0.86688,0.67716,0.90477,0.77342,0.85554,0.59388,0.79317,1.34158,0.68077,0.9897,0.0062974,0.0062974,0.0062974
189,26270.7,0.66686,1.19361,0.63573,1.05996,0.91402,0.7766,0.86787,0.6772,0.90912,0.77243,0.85523,0.59322,0.79353,1.34466,0.68208,0.98998,0.0062776,0.0062776,0.0062776
190,26413.4,0.65218,1.20591,0.62844,1.05878,0.91641,0.7803,0.8688,0.67779,0.90838,0.77475,0.85534,0.5938,0.79371,1.3442,0.67932,0.99044,0.0062578,0.0062578,0.0062578
191,26555.2,0.6578,1.13931,0.62122,1.05374,0.91666,0.77835,0.86757,0.67699,0.90975,0.77401,0.85469,0.59432,0.79273,1.34131,0.67816,0.98967,0.006238,0.006238,0.006238
192,26697,0.66596,1.18419,0.62922,1.05737,0.9141,0.78257,0.86746,0.67666,0.9081,0.77701,0.85495,0.59443,0.79059,1.33788,0.67758,0.98807,0.0062182,0.0062182,0.0062182
193,26839.2,0.64139,1.14955,0.60392,1.05221,0.91808,0.78274,0.86824,0.67748,0.91269,0.77843,0.8562,0.59622,0.78966,1.33295,0.67646,0.98754,0.0061984,0.0061984,0.0061984
194,26981.4,0.67001,1.1821,0.63111,1.06341,0.91255,0.78194,0.8681,0.67768,0.90608,0.77638,0.85514,0.59579,0.78803,1.33145,0.67803,0.98736,0.0061786,0.0061786,0.0061786
195,27123.1,0.63289,1.13658,0.61042,1.05119,0.91248,0.78125,0.86788,0.67871,0.90483,0.77937,0.85642,0.59664,0.78708,1.3298,0.677,0.98689,0.0061588,0.0061588,0.0061588
196,27264.9,0.64475,1.1674,0.624,1.05574,0.90902,0.78215,0.86901,0.67962,0.89907,0.78287,0.85769,0.59682,0.78585,1.32634,0.67686,0.98598,0.006139,0.006139,0.006139
197,27406.8,0.64636,1.1707,0.61462,1.04682,0.90857,0.786,0.86904,0.67884,0.90044,0.78225,0.85873,0.59762,0.78565,1.32373,0.6793,0.98608,0.0061192,0.0061192,0.0061192
198,27548.5,0.64391,1.15771,0.61128,1.04949,0.90301,0.78492,0.86844,0.67958,0.89904,0.78168,0.85916,0.59752,0.78516,1.32183,0.67976,0.98651,0.0060994,0.0060994,0.0060994
199,27690.5,0.65465,1.18091,0.63225,1.05964,0.91022,0.78312,0.87052,0.67885,0.9054,0.77911,0.86023,0.59707,0.78521,1.32223,0.68033,0.98578,0.0060796,0.0060796,0.0060796
200,27832.5,0.64371,1.16515,0.62059,1.05467,0.90658,0.784,0.87057,0.67915,0.90408,0.7766,0.86145,0.59781,0.78409,1.32396,0.67784,0.98488,0.0060598,0.0060598,0.0060598
201,27974.5,0.64412,1.17037,0.62546,1.06303,0.9029,0.78277,0.87055,0.67996,0.89968,0.77573,0.85939,0.59861,0.78313,1.32544,0.678,0.98315,0.00604,0.00604,0.00604
202,28117,0.63669,1.1503,0.59734,1.04454,0.90896,0.78122,0.8705,0.68116,0.9025,0.77567,0.85933,0.59896,0.7812,1.32728,0.67847,0.98123,0.0060202,0.0060202,0.0060202
203,28258.9,0.6441,1.17143,0.60571,1.05058,0.9046,0.78509,0.86941,0.68016,0.89981,0.78093,0.85885,0.59772,0.78012,1.32959,0.67929,0.9798,0.0060004,0.0060004,0.0060004
204,28401.1,0.65009,1.17511,0.60566,1.05124,0.90605,0.78585,0.86921,0.68061,0.90075,0.78082,0.85881,0.59698,0.77961,1.33092,0.67875,0.97892,0.0059806,0.0059806,0.0059806
205,28543.1,0.64151,1.14841,0.60428,1.05051,0.91016,0.78256,0.86964,0.68057,0.90478,0.77793,0.85997,0.59716,0.77788,1.33129,0.67568,0.97741,0.0059608,0.0059608,0.0059608
206,28685.2,0.6397,1.16209,0.6038,1.04517,0.90865,0.78212,0.87,0.68084,0.90445,0.77934,0.86055,0.59721,0.77672,1.3323,0.67543,0.97626,0.005941,0.005941,0.005941
207,28826.9,0.62579,1.13228,0.58437,1.04583,0.91163,0.78253,0.869,0.68133,0.90394,0.78353,0.86064,0.59818,0.77706,1.33434,0.67559,0.97601,0.0059212,0.0059212,0.0059212
208,28968.7,0.64689,1.1465,0.61094,1.05686,0.91172,0.78215,0.86915,0.68084,0.90316,0.78075,0.86141,0.59853,0.77636,1.33575,0.67414,0.97459,0.0059014,0.0059014,0.0059014
209,29110.7,0.64617,1.13014,0.61717,1.05211,0.91464,0.77937,0.8698,0.68098,0.90187,0.78216,0.86116,0.59876,0.77492,1.33696,0.67351,0.97338,0.0058816,0.0058816,0.0058816
210,29252.3,0.64833,1.1811,0.61591,1.05237,0.9127,0.78337,0.8695,0.68089,0.90853,0.7803,0.8619,0.5992,0.7742,1.33684,0.67244,0.97277,0.0058618,0.0058618,0.0058618
211,29394.6,0.65412,1.15904,0.60283,1.05503,0.91388,0.78041,0.87009,0.68221,0.90957,0.77695,0.86109,0.6004,0.77343,1.33576,0.67165,0.9724,0.005842,0.005842,0.005842
212,29536.6,0.65186,1.15295,0.61433,1.04864,0.91507,0.78243,0.87057,0.68316,0.90823,0.77983,0.86211,0.60184,0.77236,1.33415,0.66981,0.97183,0.0058222,0.0058222,0.0058222
213,29678.9,0.63498,1.1257,0.60932,1.04638,0.91399,0.78154,0.87186,0.68239,0.90351,0.77937,0.86175,0.60247,0.77287,1.33424,0.67039,0.97177,0.0058024,0.0058024,0.0058024
214,29820.6,0.63289,1.11483,0.61028,1.04683,0.90608,0.78538,0.87194,0.68329,0.90128,0.78122,0.86122,0.60231,0.7712,1.33494,0.66703,0.97061,0.0057826,0.0057826,0.0057826
215,29962.5,0.62681,1.14604,0.58891,1.03429,0.90987,0.78307,0.87252,0.68393,0.90364,0.7803,0.86301,0.60225,0.77241,1.3324,0.66528,0.97121,0.0057628,0.0057628,0.0057628
216,30104,0.64632,1.15466,0.61628,1.052,0.9055,0.78443,0.87249,0.68388,0.90085,0.78167,0.86284,0.60289,0.77332,1.33149,0.66577,0.97169,0.005743,0.005743,0.005743
217,30245.6,0.64239,1.1183,0.59254,1.04652,0.90679,0.78297,0.87279,0.68425,0.90234,0.78212,0.86263,0.6039,0.77246,1.3313,0.66535,0.97119,0.0057232,0.0057232,0.0057232
218,30387.4,0.63213,1.13524,0.59638,1.0474,0.90605,0.78061,0.87226,0.68467,0.89746,0.78353,0.86117,0.60326,0.77133,1.32892,0.66743,0.97032,0.0057034,0.0057034,0.0057034
219,30529.5,0.6284,1.12773,0.59553,1.04294,0.90788,0.77952,0.87207,0.68411,0.89566,0.78446,0.86101,0.60318,0.77104,1.32822,0.66669,0.97024,0.0056836,0.0056836,0.0056836
220,30671,0.6329,1.14819,0.5925,1.03582,0.90726,0.77983,0.87255,0.68448,0.89434,0.7869,0.86181,0.60335,0.77048,1.32809,0.66537,0.97007,0.0056638,0.0056638,0.0056638
221,30813.2,0.6296,1.12633,0.58877,1.04239,0.90685,0.77845,0.87201,0.68414,0.89468,0.78677,0.86197,0.60301,0.76987,1.32979,0.66538,0.96954,0.005644,0.005644,0.005644
222,30955.2,0.63009,1.1134,0.58697,1.04227,0.9081,0.77694,0.87296,0.68531,0.89156,0.7877,0.86251,0.60415,0.76901,1.3312,0.66478,0.96937,0.0056242,0.0056242,0.0056242
223,31097,0.6401,1.12517,0.60057,1.04389,0.90779,0.7766,0.87287,0.68461,0.89397,0.78773,0.86342,0.60371,0.76831,1.33084,0.66456,0.96907,0.0056044,0.0056044,0.0056044
224,31238.9,0.63306,1.12627,0.59409,1.04105,0.90847,0.7766,0.87298,0.68378,0.90198,0.77464,0.86325,0.60395,0.76749,1.32957,0.66326,0.96862,0.0055846,0.0055846,0.0055846
225,31381.2,0.63056,1.11376,0.59321,1.03656,0.91281,0.77477,0.87333,0.68388,0.90402,0.77542,0.8638,0.60384,0.76641,1.32918,0.66281,0.96799,0.0055648,0.0055648,0.0055648
226,31523.6,0.62509,1.12244,0.58627,1.05002,0.90929,0.77895,0.87307,0.68412,0.90366,0.77521,0.8635,0.60354,0.76499,1.33011,0.6621,0.96744,0.005545,0.005545,0.005545
227,31665.9,0.61266,1.08461,0.58612,1.03516,0.9078,0.77876,0.87323,0.68299,0.90145,0.77613,0.86288,0.60273,0.76521,1.33069,0.66248,0.96781,0.0055252,0.0055252,0.0055252
228,31807.7,0.62571,1.13233,0.58547,1.03289,0.92083,0.77472,0.87325,0.68379,0.90407,0.77752,0.86313,0.60407,0.7643,1.33012,0.66117,0.96761,0.0055054,0.0055054,0.0055054
229,31949.7,0.62798,1.11248,0.59198,1.03644,0.91739,0.77564,0.87358,0.68438,0.90364,0.77706,0.86411,0.60558,0.76441,1.32935,0.6598,0.96739,0.0054856,0.0054856,0.0054856
230,32091.6,0.62692,1.12012,0.58654,1.04327,0.91898,0.77613,0.87417,0.68489,0.90382,0.77475,0.86422,0.60644,0.76388,1.32845,0.65854,0.96726,0.0054658,0.0054658,0.0054658
231,32233.8,0.62483,1.13056,0.58564,1.03459,0.92196,0.77593,0.87366,0.68572,0.90212,0.77584,0.86502,0.60663,0.76414,1.3283,0.65807,0.96743,0.005446,0.005446,0.005446
232,32376.1,0.63717,1.12538,0.58189,1.05091,0.91816,0.77752,0.87449,0.68643,0.90512,0.77475,0.86458,0.60731,0.76402,1.32761,0.65752,0.96766,0.0054262,0.0054262,0.0054262
233,32518.7,0.62385,1.10642,0.58816,1.03411,0.91176,0.77897,0.87384,0.68671,0.90348,0.77613,0.86375,0.60805,0.76408,1.32613,0.65743,0.9677,0.0054064,0.0054064,0.0054064
234,32661.3,0.62564,1.10893,0.58902,1.04769,0.91288,0.78076,0.87405,0.68725,0.90167,0.77706,0.8637,0.60837,0.76422,1.32511,0.65659,0.96788,0.0053866,0.0053866,0.0053866
235,32803.3,0.61407,1.08175,0.57001,1.02915,0.9112,0.78312,0.87475,0.68767,0.89727,0.7803,0.86436,0.60834,0.76309,1.32417,0.65515,0.96674,0.0053668,0.0053668,0.0053668
236,32945.7,0.61564,1.10164,0.57693,1.03897,0.91114,0.78307,0.87525,0.68813,0.89658,0.78189,0.86516,0.60827,0.7629,1.32388,0.65332,0.96643,0.005347,0.005347,0.005347
237,33088.6,0.63854,1.1072,0.58645,1.05187,0.90797,0.78538,0.8758,0.6883,0.89935,0.78261,0.86607,0.60787,0.76259,1.32315,0.65261,0.96602,0.0053272,0.0053272,0.0053272
238,33231,0.60603,1.09034,0.56998,1.03179,0.91683,0.78261,0.87654,0.68812,0.90971,0.77823,0.8666,0.6086,0.76189,1.32174,0.6525,0.9657,0.0053074,0.0053074,0.0053074
239,33373.6,0.61805,1.08604,0.57371,1.03044,0.91502,0.78168,0.87706,0.68918,0.90728,0.77845,0.86633,0.60903,0.76133,1.32004,0.65201,0.96528,0.0052876,0.0052876,0.0052876
240,33515.9,0.61809,1.08428,0.5823,1.03614,0.91361,0.78261,0.87661,0.68938,0.9051,0.78083,0.86571,0.6095,0.76082,1.31908,0.65161,0.96484,0.0052678,0.0052678,0.0052678
241,33658.7,0.62662,1.11227,0.59692,1.03766,0.91099,0.78588,0.87685,0.6897,0.90048,0.78307,0.86559,0.60856,0.76046,1.31932,0.65163,0.96464,0.005248,0.005248,0.005248
242,33800.8,0.6193,1.09277,0.57345,1.03443,0.90905,0.78631,0.87651,0.68925,0.90198,0.78311,0.86557,0.60863,0.76004,1.31913,0.65131,0.96433,0.0052282,0.0052282,0.0052282
243,33943.6,0.62187,1.09475,0.57828,1.03647,0.91262,0.78259,0.87683,0.68967,0.90088,0.78261,0.86524,0.60849,0.7603,1.31864,0.65094,0.9644,0.0052084,0.0052084,0.0052084
244,34086.1,0.62589,1.1057,0.57973,1.04081,0.90913,0.78723,0.87678,0.68953,0.90031,0.78585,0.86563,0.60838,0.76077,1.31832,0.65149,0.96447,0.0051886,0.0051886,0.0051886
245,34228.3,0.62441,1.13786,0.60552,1.04336,0.91222,0.78349,0.87698,0.69002,0.90195,0.78353,0.86565,0.60878,0.76047,1.3186,0.65201,0.96446,0.0051688,0.0051688,0.0051688
246,34370.6,0.61297,1.07444,0.56459,1.02862,0.91021,0.78816,0.87756,0.68952,0.90147,0.78353,0.86528,0.6084,0.75997,1.31726,0.65064,0.96438,0.005149,0.005149,0.005149
247,34512.6,0.6127,1.05623,0.56402,1.03679,0.91276,0.78396,0.87754,0.68924,0.90591,0.77934,0.8653,0.60877,0.75916,1.31672,0.65004,0.96406,0.0051292,0.0051292,0.0051292
248,34655.2,0.62129,1.10796,0.57999,1.04091,0.91426,0.78122,0.87726,0.68967,0.90689,0.77937,0.86513,0.60898,0.75898,1.31536,0.64992,0.96426,0.0051094,0.0051094,0.0051094
249,34797.9,0.61466,1.09954,0.58012,1.03354,0.91358,0.78122,0.8774,0.69028,0.90637,0.77912,0.86544,0.60867,0.75848,1.31521,0.6495,0.96397,0.0050896,0.0050896,0.0050896
250,34940.1,0.61649,1.09152,0.57395,1.03116,0.91506,0.78076,0.87732,0.69074,0.9038,0.78215,0.86565,0.60865,0.75829,1.31445,0.64966,0.96405,0.0050698,0.0050698,0.0050698
