epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
251,35082.9,0.61096,1.08011,0.57409,1.02304,0.91543,0.78108,0.87792,0.69069,0.90309,0.78449,0.86531,0.60833,0.75804,1.31445,0.64961,0.96387,0.00505,0.00505,0.00505
252,35224.5,0.60169,1.07698,0.56674,1.01931,0.91433,0.77998,0.87842,0.69143,0.90101,0.78353,0.86522,0.60787,0.7579,1.31438,0.64906,0.96376,0.0050302,0.0050302,0.0050302
253,35366.3,0.61386,1.11945,0.58261,1.02965,0.9143,0.78307,0.87859,0.69147,0.9012,0.78261,0.8657,0.6082,0.75773,1.31416,0.6488,0.96369,0.0050104,0.0050104,0.0050104
254,35508.6,0.60585,1.06838,0.57432,1.03381,0.91334,0.78353,0.87839,0.69164,0.90455,0.78022,0.86574,0.60866,0.75788,1.31351,0.64831,0.96383,0.0049906,0.0049906,0.0049906
255,35650.9,0.62167,1.09626,0.57966,1.03617,0.91495,0.78446,0.87849,0.69193,0.90471,0.78166,0.86571,0.60887,0.75771,1.31336,0.64798,0.96368,0.0049708,0.0049708,0.0049708
256,35793.5,0.61298,1.09833,0.57314,1.03223,0.91326,0.78585,0.87863,0.69174,0.90422,0.78162,0.8657,0.60906,0.75802,1.31274,0.64779,0.96375,0.004951,0.004951,0.004951
257,35935.3,0.60544,1.08088,0.56583,1.02955,0.91446,0.7862,0.87835,0.69192,0.90704,0.7803,0.86645,0.60907,0.75778,1.31184,0.64766,0.96345,0.0049312,0.0049312,0.0049312
258,36077.7,0.59577,1.06728,0.54939,1.02707,0.91345,0.78596,0.87819,0.6919,0.90646,0.77995,0.86641,0.60917,0.75755,1.31102,0.64755,0.96322,0.0049114,0.0049114,0.0049114
259,36219.6,0.6134,1.07503,0.57308,1.03021,0.91386,0.78508,0.87827,0.69254,0.90547,0.78168,0.8665,0.60951,0.75749,1.31097,0.64771,0.96297,0.0048916,0.0048916,0.0048916
260,36361.3,0.61503,1.06869,0.58112,1.0377,0.91291,0.7855,0.87783,0.69227,0.90593,0.77948,0.86603,0.61023,0.75735,1.31034,0.64762,0.96277,0.0048718,0.0048718,0.0048718
261,36503.6,0.61248,1.11741,0.57659,1.03264,0.91301,0.78492,0.87779,0.69225,0.90449,0.77845,0.86502,0.60968,0.75713,1.30955,0.6472,0.96264,0.004852,0.004852,0.004852
262,36644.9,0.59591,1.06411,0.55822,1.02906,0.91196,0.78579,0.87814,0.69185,0.90178,0.78122,0.86535,0.61018,0.75693,1.30826,0.64662,0.96236,0.0048322,0.0048322,0.0048322
263,36786.9,0.60862,1.05659,0.56483,1.03207,0.91049,0.78572,0.87803,0.69209,0.90164,0.77937,0.86524,0.61069,0.75671,1.30742,0.64649,0.96224,0.0048124,0.0048124,0.0048124
264,36928.8,0.6049,1.06578,0.56208,1.02431,0.91529,0.78261,0.87768,0.69252,0.90236,0.78168,0.86615,0.6108,0.75635,1.30633,0.64646,0.96195,0.0047926,0.0047926,0.0047926
265,37071,0.61106,1.09537,0.56358,1.02748,0.91565,0.78332,0.87853,0.69318,0.90114,0.78168,0.86669,0.61065,0.75649,1.30559,0.64614,0.96197,0.0047728,0.0047728,0.0047728
266,37212.7,0.60391,1.05197,0.56695,1.02582,0.91904,0.78234,0.87848,0.69299,0.90137,0.78122,0.86649,0.61038,0.75615,1.30491,0.64611,0.96166,0.004753,0.004753,0.004753
267,37354.9,0.59714,1.06021,0.5505,1.02501,0.9186,0.78353,0.87855,0.6934,0.90272,0.78076,0.86653,0.61106,0.75607,1.30441,0.64593,0.9614,0.0047332,0.0047332,0.0047332
268,37496.5,0.59953,1.0506,0.55533,1.02705,0.91795,0.784,0.87868,0.69287,0.90178,0.78076,0.86683,0.61122,0.75587,1.30482,0.646,0.96146,0.0047134,0.0047134,0.0047134
269,37638,0.59452,1.08186,0.56255,1.02714,0.91919,0.78387,0.87853,0.69281,0.90404,0.77983,0.866,0.61093,0.75591,1.30453,0.6459,0.96151,0.0046936,0.0046936,0.0046936
270,37780.1,0.59286,1.04981,0.55485,1.02291,0.92055,0.78246,0.87811,0.6928,0.90384,0.77983,0.86573,0.61108,0.75559,1.30442,0.64579,0.96144,0.0046738,0.0046738,0.0046738
271,37922,0.59976,1.05084,0.56045,1.03259,0.92035,0.78215,0.87788,0.69304,0.90232,0.77937,0.86574,0.61164,0.75548,1.30417,0.64549,0.96154,0.004654,0.004654,0.004654
272,38063.9,0.59648,1.03588,0.54,1.02665,0.92048,0.78261,0.87844,0.69313,0.90851,0.77625,0.8654,0.61197,0.75565,1.30371,0.6453,0.96136,0.0046342,0.0046342,0.0046342
273,38206.1,0.60164,1.04174,0.55699,1.02042,0.91315,0.78631,0.87908,0.69373,0.90298,0.77891,0.86571,0.61233,0.75518,1.30305,0.64547,0.96099,0.0046144,0.0046144,0.0046144
274,38348.3,0.59603,1.04349,0.54488,1.01976,0.92037,0.78215,0.87855,0.69389,0.90342,0.77877,0.8662,0.61262,0.75538,1.30349,0.64481,0.96087,0.0045946,0.0045946,0.0045946
275,38490.2,0.59441,1.04532,0.55652,1.02778,0.92015,0.78168,0.87861,0.69435,0.90504,0.78027,0.86706,0.61294,0.75517,1.30256,0.6443,0.9609,0.0045748,0.0045748,0.0045748
276,38632.7,0.59976,1.05732,0.56704,1.0229,0.91996,0.78152,0.87809,0.69484,0.90535,0.77871,0.86682,0.61264,0.75501,1.30226,0.6436,0.96053,0.004555,0.004555,0.004555
277,38775,0.59399,1.04787,0.55278,1.02036,0.91767,0.78215,0.87826,0.6951,0.90634,0.77879,0.86718,0.61223,0.75484,1.30209,0.64372,0.96045,0.0045352,0.0045352,0.0045352
278,38917.2,0.61439,1.06968,0.57542,1.029,0.91601,0.78307,0.87828,0.69577,0.90601,0.78024,0.86766,0.61232,0.75483,1.30158,0.64286,0.96036,0.0045154,0.0045154,0.0045154
279,39059.2,0.59765,1.02558,0.56537,1.02772,0.91584,0.78261,0.87862,0.69581,0.90654,0.78069,0.86822,0.61263,0.75454,1.30127,0.64279,0.96019,0.0044956,0.0044956,0.0044956
280,39201.6,0.59387,1.04573,0.56424,1.02776,0.91647,0.78261,0.8783,0.6955,0.90633,0.7803,0.86777,0.61275,0.75474,1.30119,0.64219,0.96024,0.0044758,0.0044758,0.0044758
281,39343.6,0.61206,1.06198,0.56772,1.03382,0.91841,0.78168,0.87858,0.69545,0.90563,0.77983,0.86751,0.61301,0.75463,1.30034,0.64246,0.96019,0.004456,0.004456,0.004456
282,39485.2,0.59529,1.04989,0.54925,1.02689,0.91546,0.78353,0.87867,0.6952,0.90443,0.78076,0.86762,0.61284,0.75453,1.30044,0.642,0.95996,0.0044362,0.0044362,0.0044362
283,39627.6,0.60567,1.07749,0.55549,1.02157,0.91144,0.78723,0.87932,0.69509,0.90148,0.78261,0.86821,0.61297,0.75465,1.29964,0.64128,0.96003,0.0044164,0.0044164,0.0044164
284,39770.3,0.60353,1.08298,0.55383,1.02586,0.9147,0.78631,0.87926,0.69481,0.90193,0.78215,0.86861,0.61339,0.75434,1.29892,0.64084,0.95977,0.0043966,0.0043966,0.0043966
285,39912.9,0.57896,1.03102,0.53748,1.01759,0.90883,0.78816,0.8798,0.6955,0.9025,0.78348,0.86834,0.61394,0.75427,1.29841,0.64045,0.95987,0.0043768,0.0043768,0.0043768
286,40055.3,0.58803,1.06225,0.54629,1.01591,0.90982,0.78816,0.88024,0.6954,0.90341,0.78261,0.8685,0.61387,0.754,1.29803,0.64035,0.9597,0.004357,0.004357,0.004357
287,40198.1,0.59833,1.04067,0.54918,1.02522,0.90892,0.78908,0.8801,0.69539,0.90359,0.78446,0.86907,0.61394,0.75412,1.29793,0.63987,0.95964,0.0043372,0.0043372,0.0043372
288,40340.7,0.59112,1.03062,0.55041,1.02493,0.90942,0.78947,0.8802,0.6954,0.90369,0.78492,0.86878,0.61388,0.75394,1.29784,0.63945,0.95963,0.0043174,0.0043174,0.0043174
289,40483.2,0.58275,1.01576,0.5329,1.01573,0.90939,0.79047,0.88043,0.69583,0.90361,0.78485,0.86865,0.61356,0.75363,1.29739,0.6389,0.95954,0.0042976,0.0042976,0.0042976
290,40625.5,0.58637,1.01699,0.53991,1.01785,0.90817,0.79134,0.88062,0.69576,0.90319,0.78534,0.86879,0.61376,0.75374,1.29738,0.63858,0.95959,0.0042778,0.0042778,0.0042778
291,40768.2,0.58241,1.02689,0.53251,1.01829,0.9077,0.79093,0.88086,0.69583,0.90313,0.78446,0.86886,0.61354,0.75367,1.29697,0.63777,0.95934,0.004258,0.004258,0.004258
292,40910.3,0.57709,1.04814,0.54159,1.01753,0.90625,0.79139,0.88094,0.69604,0.89927,0.78871,0.86904,0.61427,0.75332,1.29687,0.63759,0.95921,0.0042382,0.0042382,0.0042382
293,41052.1,0.58703,1.01176,0.55068,1.02087,0.90547,0.79304,0.88087,0.69584,0.8989,0.78963,0.8687,0.61379,0.75316,1.29703,0.63711,0.95892,0.0042184,0.0042184,0.0042184
294,41194.1,0.5901,1.0434,0.54849,1.0229,0.90424,0.79602,0.88111,0.6962,0.89982,0.79001,0.86939,0.61345,0.75301,1.29741,0.63719,0.95871,0.0041986,0.0041986,0.0041986
295,41336.4,0.59188,1.02775,0.53851,1.01584,0.90464,0.7951,0.88091,0.69617,0.89911,0.79146,0.86899,0.61368,0.75324,1.29707,0.63675,0.95846,0.0041788,0.0041788,0.0041788
296,41478.2,0.59886,1.07306,0.53829,1.02458,0.90376,0.79602,0.88144,0.69647,0.89948,0.79057,0.86906,0.61368,0.75329,1.29689,0.63643,0.95852,0.004159,0.004159,0.004159
297,41620.3,0.58629,1.05003,0.54178,1.01433,0.90337,0.79566,0.88132,0.69679,0.89996,0.7914,0.86993,0.61435,0.7531,1.29691,0.63635,0.95838,0.0041392,0.0041392,0.0041392
298,41762.6,0.58617,1.01987,0.54469,1.01717,0.90421,0.79556,0.88144,0.69662,0.89996,0.79055,0.86999,0.61439,0.75359,1.29718,0.63621,0.95846,0.0041194,0.0041194,0.0041194
299,41905.2,0.58344,1.01403,0.54031,1.01759,0.90436,0.79605,0.88105,0.69629,0.89963,0.79188,0.87033,0.614,0.75381,1.29732,0.63628,0.95872,0.0040996,0.0040996,0.0040996
300,42047.5,0.58092,1.03403,0.54372,1.01335,0.90534,0.79631,0.88141,0.69712,0.90095,0.79186,0.87053,0.61449,0.75379,1.29708,0.63629,0.95851,0.0040798,0.0040798,0.0040798
301,42189.6,0.59086,1.03214,0.5546,1.02507,0.90633,0.79661,0.88222,0.69714,0.90201,0.79196,0.87113,0.61413,0.75371,1.29699,0.63626,0.95849,0.00406,0.00406,0.00406
302,42331.5,0.58215,1.00255,0.54019,1.01379,0.90577,0.79585,0.88184,0.69707,0.90199,0.79173,0.87081,0.61468,0.75346,1.29655,0.63583,0.95837,0.0040402,0.0040402,0.0040402
303,42474.1,0.5799,1.05312,0.53449,1.01355,0.90622,0.79561,0.88177,0.6969,0.90306,0.79283,0.86994,0.61421,0.75331,1.29633,0.63553,0.95816,0.0040204,0.0040204,0.0040204
304,42616.6,0.56572,0.9994,0.53913,1.01337,0.90619,0.79648,0.88206,0.69731,0.90303,0.79371,0.87037,0.61378,0.75291,1.29606,0.63552,0.958,0.0040006,0.0040006,0.0040006
305,42758.7,0.59026,1.04111,0.54733,1.02025,0.90625,0.79648,0.88202,0.6978,0.90314,0.79353,0.87106,0.61415,0.75283,1.29573,0.635,0.95799,0.0039808,0.0039808,0.0039808
306,42900.8,0.5888,1.04596,0.54307,1.02326,0.90576,0.79695,0.88153,0.69799,0.90344,0.79191,0.86992,0.61361,0.75253,1.29557,0.63485,0.95777,0.003961,0.003961,0.003961
307,43043.1,0.58335,1.02465,0.5528,1.01122,0.90453,0.79755,0.88161,0.69788,0.90266,0.79353,0.87089,0.61379,0.7522,1.29556,0.63478,0.95758,0.0039412,0.0039412,0.0039412
308,43185,0.58715,1.04674,0.54179,1.02269,0.90571,0.79648,0.88176,0.69811,0.90256,0.79371,0.87093,0.61363,0.75226,1.29504,0.63461,0.95749,0.0039214,0.0039214,0.0039214
309,43327.1,0.57459,1.02238,0.53114,1.00864,0.90401,0.79787,0.88192,0.69769,0.90035,0.79463,0.87104,0.61384,0.7516,1.29499,0.63463,0.95706,0.0039016,0.0039016,0.0039016
310,43469.2,0.58883,1.00758,0.54781,1.01821,0.90405,0.79748,0.88198,0.6978,0.90217,0.79337,0.87096,0.6138,0.75155,1.29501,0.63429,0.95688,0.0038818,0.0038818,0.0038818
311,43611.9,0.56624,1.00047,0.52298,1.01078,0.90442,0.79833,0.882,0.6975,0.90128,0.79384,0.87099,0.61459,0.75144,1.29479,0.63444,0.95663,0.003862,0.003862,0.003862
312,43754.6,0.58136,1.01234,0.53,1.00527,0.9041,0.79796,0.88171,0.69746,0.90077,0.79354,0.87053,0.61436,0.75147,1.29456,0.63409,0.95655,0.0038422,0.0038422,0.0038422
313,43897.1,0.58332,1.0487,0.54032,1.01221,0.90462,0.80019,0.88225,0.69783,0.90093,0.79494,0.87099,0.61472,0.75098,1.29402,0.63365,0.95613,0.0038224,0.0038224,0.0038224
314,44039.4,0.57018,0.98935,0.54036,1.00866,0.90373,0.79741,0.88215,0.69749,0.90006,0.79417,0.87069,0.61501,0.75067,1.29349,0.6336,0.9558,0.0038026,0.0038026,0.0038026
315,44181.8,0.5913,1.01779,0.53968,1.01336,0.9031,0.79745,0.88234,0.69752,0.89943,0.79422,0.87067,0.61471,0.75039,1.29288,0.63354,0.95554,0.0037828,0.0037828,0.0037828
316,44324.5,0.5844,1.04245,0.54095,1.01825,0.90442,0.79658,0.88227,0.6979,0.90022,0.79288,0.87048,0.61515,0.75026,1.29253,0.6334,0.95541,0.003763,0.003763,0.003763
317,44467.7,0.5902,1.01617,0.54067,1.02149,0.90391,0.79741,0.8824,0.69822,0.90117,0.79288,0.87072,0.61518,0.75026,1.29194,0.63327,0.9554,0.0037432,0.0037432,0.0037432
318,44610.4,0.58403,1.0025,0.53988,1.01317,0.90447,0.79705,0.88259,0.69857,0.90027,0.79335,0.8711,0.61547,0.74975,1.29161,0.633,0.95518,0.0037234,0.0037234,0.0037234
319,44752.8,0.56586,0.98283,0.52533,1.00676,0.8995,0.80311,0.88275,0.69873,0.89933,0.79335,0.87099,0.61583,0.74979,1.29127,0.63267,0.95521,0.0037036,0.0037036,0.0037036
320,44895.4,0.58602,1.0233,0.53651,1.01523,0.90081,0.80231,0.88265,0.69864,0.89838,0.79329,0.87117,0.61601,0.74969,1.29042,0.63291,0.95512,0.0036838,0.0036838,0.0036838
321,45038,0.5757,1.0199,0.52821,1.01781,0.90047,0.80204,0.88257,0.69872,0.89945,0.79278,0.87092,0.61553,0.74914,1.28977,0.63266,0.95489,0.003664,0.003664,0.003664
322,45181,0.58888,1.02145,0.53615,1.0179,0.89959,0.8025,0.88272,0.69895,0.89881,0.79417,0.87089,0.61647,0.7488,1.2893,0.63233,0.95446,0.0036442,0.0036442,0.0036442
323,45323.7,0.58493,1.02978,0.53919,1.01452,0.89947,0.80289,0.8828,0.69872,0.89813,0.79518,0.8705,0.61573,0.74845,1.28888,0.63232,0.95421,0.0036244,0.0036244,0.0036244
324,45466.4,0.57629,0.99302,0.53357,1.01269,0.89942,0.80241,0.88275,0.69884,0.8969,0.7967,0.87034,0.61563,0.74814,1.28831,0.63248,0.95372,0.0036046,0.0036046,0.0036046
325,45609.2,0.57434,0.99504,0.53121,1.00489,0.89999,0.80329,0.88277,0.69915,0.89726,0.79787,0.87018,0.61555,0.74814,1.28785,0.63233,0.95359,0.0035848,0.0035848,0.0035848
326,45751.9,0.57357,1.00158,0.5282,1.0051,0.89968,0.80469,0.88273,0.69939,0.89824,0.79833,0.87061,0.6161,0.74781,1.28734,0.6321,0.95327,0.003565,0.003565,0.003565
327,45894.5,0.57563,0.97672,0.52951,1.00391,0.89957,0.80375,0.88275,0.69959,0.89612,0.79926,0.87126,0.61615,0.74754,1.28695,0.63207,0.95309,0.0035452,0.0035452,0.0035452
328,46036.6,0.57815,1.00181,0.53692,1.01125,0.90056,0.80428,0.88321,0.69982,0.8964,0.79972,0.87176,0.61593,0.74744,1.2864,0.63184,0.95291,0.0035254,0.0035254,0.0035254
329,46178.9,0.572,0.99605,0.53051,1.01077,0.89976,0.80435,0.88321,0.69995,0.89683,0.80013,0.87183,0.61553,0.7471,1.28602,0.63172,0.95277,0.0035056,0.0035056,0.0035056
330,46320.7,0.5722,0.98777,0.51886,1.0131,0.897,0.80564,0.88301,0.69994,0.89627,0.79932,0.8718,0.61584,0.74693,1.28551,0.63148,0.95251,0.0034858,0.0034858,0.0034858
331,46463.4,0.57122,0.97512,0.5363,1.0083,0.90003,0.80372,0.88301,0.69952,0.89579,0.79916,0.87143,0.61561,0.74661,1.28534,0.63158,0.95211,0.003466,0.003466,0.003466
332,46606.1,0.56798,1.00501,0.5206,0.99951,0.90026,0.80435,0.88303,0.70004,0.89625,0.79916,0.87171,0.6157,0.74631,1.28498,0.63135,0.95197,0.0034462,0.0034462,0.0034462
333,46748.1,0.58569,1.02401,0.53845,1.01417,0.89925,0.80435,0.88318,0.69993,0.89624,0.79907,0.87267,0.61565,0.74599,1.28475,0.63147,0.9517,0.0034264,0.0034264,0.0034264
334,46890.2,0.55887,0.99926,0.51795,1.00156,0.89415,0.80851,0.88332,0.70012,0.8974,0.80019,0.87285,0.6159,0.7458,1.28451,0.63132,0.95165,0.0034066,0.0034066,0.0034066
335,47032.7,0.56101,0.97977,0.52697,1.00223,0.89628,0.80712,0.88329,0.70036,0.89732,0.80157,0.87276,0.61577,0.74546,1.28407,0.63114,0.95151,0.0033868,0.0033868,0.0033868
336,47175.2,0.55277,0.97746,0.52169,1.00414,0.89765,0.8062,0.88304,0.70058,0.89691,0.80079,0.87223,0.61619,0.74555,1.2839,0.63113,0.95155,0.003367,0.003367,0.003367
337,47317.6,0.56375,0.9792,0.52475,1.00551,0.89759,0.80678,0.88362,0.70022,0.89889,0.80183,0.87326,0.61636,0.74544,1.28355,0.63084,0.95152,0.0033472,0.0033472,0.0033472
338,47459.8,0.56896,0.97369,0.51606,1.00139,0.89715,0.80694,0.88366,0.70007,0.89801,0.8023,0.87344,0.61659,0.7456,1.28313,0.63108,0.95149,0.0033274,0.0033274,0.0033274
339,47602.5,0.56909,0.96677,0.52109,1.00297,0.89834,0.80666,0.88371,0.70018,0.89785,0.80204,0.87353,0.61635,0.74533,1.28303,0.63085,0.95169,0.0033076,0.0033076,0.0033076
340,47744.9,0.56111,0.97981,0.51669,0.99692,0.89773,0.80712,0.88373,0.70025,0.89766,0.8025,0.87381,0.61642,0.74491,1.28278,0.63099,0.95148,0.0032878,0.0032878,0.0032878
341,47887.5,0.55917,0.97926,0.52036,1.00809,0.89769,0.80666,0.88378,0.70038,0.89804,0.80065,0.87339,0.61618,0.74525,1.28257,0.63041,0.95157,0.003268,0.003268,0.003268
342,48030.5,0.54648,0.9471,0.50603,1.00082,0.898,0.80574,0.88374,0.70068,0.89698,0.80138,0.87321,0.6164,0.7454,1.2824,0.63053,0.95153,0.0032482,0.0032482,0.0032482
343,48173.8,0.5608,0.99498,0.51848,1.00488,0.89762,0.80574,0.88391,0.70108,0.89728,0.8025,0.8739,0.61671,0.74519,1.28243,0.6309,0.95148,0.0032284,0.0032284,0.0032284
344,48316.9,0.5729,1.01882,0.51774,1.00892,0.89885,0.80559,0.88401,0.70129,0.89722,0.80204,0.87415,0.61708,0.74534,1.28252,0.63097,0.95139,0.0032086,0.0032086,0.0032086
345,48459.1,0.55582,0.98827,0.51286,1.00146,0.89879,0.80512,0.88414,0.70134,0.8983,0.80204,0.87414,0.61693,0.74501,1.28241,0.63081,0.95124,0.0031888,0.0031888,0.0031888
346,48601.7,0.55829,0.96734,0.50834,1.00339,0.90031,0.80481,0.8847,0.70179,0.89796,0.80187,0.87408,0.61734,0.74511,1.28225,0.63048,0.95145,0.003169,0.003169,0.003169
347,48744.6,0.55475,0.96527,0.49779,0.99963,0.89834,0.80515,0.88485,0.70201,0.89797,0.80195,0.87414,0.61761,0.74477,1.28194,0.62999,0.95134,0.0031492,0.0031492,0.0031492
348,48887.6,0.56503,1.00202,0.51288,1.00385,0.89859,0.80481,0.88472,0.70224,0.89695,0.8025,0.87454,0.61808,0.74476,1.28175,0.62985,0.95135,0.0031294,0.0031294,0.0031294
349,49030.7,0.55652,0.98032,0.51584,1.00623,0.8993,0.80544,0.88505,0.7025,0.89625,0.8025,0.87495,0.61835,0.74451,1.28173,0.62964,0.95132,0.0031096,0.0031096,0.0031096
350,49173.6,0.56196,0.97996,0.51703,1.00513,0.89899,0.80574,0.88505,0.70189,0.89709,0.80235,0.87443,0.61804,0.74425,1.28176,0.62899,0.951,0.0030898,0.0030898,0.0030898
351,49317,0.5582,0.9648,0.51238,1.00472,0.90035,0.80654,0.88517,0.70244,0.89805,0.80204,0.87499,0.61765,0.74417,1.28151,0.62898,0.95107,0.00307,0.00307,0.00307
352,49459.2,0.5586,0.95191,0.51502,0.99916,0.90147,0.80712,0.88541,0.70268,0.89818,0.80375,0.87473,0.61779,0.74425,1.28103,0.62872,0.95096,0.0030502,0.0030502,0.0030502
353,49601.7,0.55334,0.94757,0.51261,1.0032,0.90146,0.80821,0.88526,0.70293,0.89859,0.80327,0.87487,0.61797,0.74415,1.28095,0.62827,0.95091,0.0030304,0.0030304,0.0030304
354,49744.2,0.57254,0.96747,0.52511,1.01261,0.9012,0.80897,0.8854,0.70318,0.89704,0.80481,0.87517,0.61861,0.74398,1.28051,0.62824,0.95084,0.0030106,0.0030106,0.0030106
355,49887,0.56078,0.95948,0.51269,0.99971,0.90073,0.80897,0.88536,0.70271,0.89887,0.80296,0.87523,0.61869,0.74382,1.28051,0.62818,0.95076,0.0029908,0.0029908,0.0029908
356,50030,0.5479,0.95018,0.51041,1.00091,0.90049,0.81036,0.88517,0.70289,0.89776,0.8042,0.87515,0.61882,0.74362,1.28045,0.62791,0.95068,0.002971,0.002971,0.002971
357,50172.7,0.54751,0.93212,0.50085,0.99551,0.90309,0.8103,0.88564,0.70343,0.89853,0.80278,0.87525,0.61892,0.74355,1.28062,0.62811,0.95057,0.0029512,0.0029512,0.0029512
358,50316,0.55751,0.97983,0.51576,1.00067,0.90131,0.8099,0.88573,0.70369,0.89848,0.80232,0.87506,0.61842,0.74348,1.2805,0.62807,0.95046,0.0029314,0.0029314,0.0029314
359,50458.6,0.55357,0.9202,0.50195,0.99611,0.90174,0.81071,0.88592,0.70388,0.89947,0.80288,0.87524,0.61863,0.74334,1.27998,0.62827,0.95033,0.0029116,0.0029116,0.0029116
360,50601.7,0.54258,0.94846,0.50047,0.99403,0.90298,0.80929,0.88588,0.70344,0.89816,0.80204,0.87447,0.61853,0.74335,1.28006,0.62805,0.95032,0.0028918,0.0028918,0.0028918
361,50745.4,0.54301,0.95341,0.50394,0.99033,0.90261,0.81023,0.88592,0.70367,0.89812,0.8025,0.87476,0.61874,0.74314,1.2806,0.62759,0.95012,0.002872,0.002872,0.002872
362,50888.3,0.55231,0.96123,0.50648,0.99733,0.90221,0.81077,0.88606,0.70366,0.89889,0.80183,0.87509,0.61867,0.7433,1.28061,0.62737,0.95019,0.0028522,0.0028522,0.0028522
363,51031.4,0.55052,0.95724,0.49143,0.99775,0.9027,0.811,0.88627,0.70413,0.8991,0.80296,0.87576,0.61859,0.7428,1.28008,0.62741,0.94994,0.0028324,0.0028324,0.0028324
364,51174.1,0.55028,0.96065,0.49974,0.99554,0.9035,0.80978,0.88639,0.70394,0.89775,0.80404,0.87554,0.61892,0.74261,1.28002,0.62742,0.94986,0.0028126,0.0028126,0.0028126
365,51317.6,0.5473,0.97125,0.50165,0.997,0.9039,0.80851,0.88647,0.70404,0.8997,0.80342,0.87615,0.61877,0.74262,1.27999,0.62726,0.9499,0.0027928,0.0027928,0.0027928
366,51460.9,0.55256,0.96733,0.50672,0.99663,0.90517,0.80798,0.8868,0.70376,0.89997,0.80311,0.87621,0.6192,0.74263,1.27962,0.62699,0.94976,0.002773,0.002773,0.002773
367,51604.8,0.5523,0.97813,0.51825,0.99481,0.90283,0.8079,0.88673,0.70371,0.89764,0.80316,0.87583,0.61887,0.74255,1.27922,0.62693,0.94957,0.0027532,0.0027532,0.0027532
368,51747.5,0.54884,0.94543,0.5013,0.99606,0.90299,0.80851,0.88673,0.70358,0.89898,0.80265,0.87602,0.61905,0.74251,1.27883,0.62682,0.94941,0.0027334,0.0027334,0.0027334
369,51890.5,0.55205,0.97328,0.50673,1.00187,0.90418,0.80744,0.88706,0.7037,0.89791,0.80142,0.87478,0.61916,0.74268,1.27838,0.62657,0.94945,0.0027136,0.0027136,0.0027136
370,52033.5,0.53561,0.91565,0.48856,0.98634,0.9038,0.80825,0.88709,0.70354,0.89758,0.80258,0.87483,0.61941,0.74208,1.27781,0.62658,0.94901,0.0026938,0.0026938,0.0026938
371,52176,0.5419,0.94462,0.48982,0.99914,0.90236,0.80794,0.88695,0.7041,0.89684,0.80157,0.87462,0.61981,0.74185,1.27747,0.62662,0.94862,0.002674,0.002674,0.002674
372,52318.8,0.54946,0.92157,0.50446,1.0008,0.90288,0.80841,0.88715,0.70357,0.89743,0.80126,0.87495,0.6196,0.74198,1.27703,0.62652,0.94836,0.0026542,0.0026542,0.0026542
373,52462.4,0.53189,0.89797,0.48451,0.98732,0.90195,0.80839,0.88702,0.70377,0.89627,0.8033,0.87532,0.62015,0.74143,1.27678,0.62622,0.948,0.0026344,0.0026344,0.0026344
374,52606,0.54992,0.92797,0.4982,0.99481,0.90236,0.80793,0.88721,0.70403,0.89661,0.80065,0.87529,0.61974,0.74115,1.27659,0.62628,0.94782,0.0026146,0.0026146,0.0026146
375,52749.4,0.54955,0.9464,0.50366,0.99752,0.90189,0.8079,0.8872,0.7042,0.89559,0.80141,0.87532,0.62025,0.74119,1.27652,0.62585,0.94775,0.0025948,0.0025948,0.0025948
376,52892.2,0.54523,0.95582,0.51396,0.99589,0.90225,0.80692,0.88748,0.70435,0.89721,0.80204,0.87594,0.6204,0.74097,1.27637,0.62551,0.94753,0.002575,0.002575,0.002575
377,53035.3,0.53475,0.93282,0.49442,0.99477,0.90271,0.8062,0.88735,0.70453,0.89691,0.8008,0.87576,0.62046,0.74081,1.27633,0.6254,0.94751,0.0025552,0.0025552,0.0025552
378,53178.6,0.53098,0.94271,0.48824,0.98895,0.90362,0.8066,0.88755,0.70438,0.89838,0.80111,0.87568,0.62023,0.74069,1.27607,0.62538,0.94724,0.0025354,0.0025354,0.0025354
379,53322,0.55601,0.9401,0.50872,0.99853,0.90463,0.80729,0.88759,0.70501,0.89838,0.8015,0.87599,0.62012,0.74041,1.27585,0.62518,0.947,0.0025156,0.0025156,0.0025156
380,53465.4,0.55721,0.94745,0.50217,0.99857,0.90384,0.80759,0.8876,0.70498,0.89862,0.8025,0.87616,0.61966,0.7402,1.27585,0.62524,0.94684,0.0024958,0.0024958,0.0024958
381,53608.8,0.5363,0.92997,0.48694,0.99301,0.90345,0.80851,0.88762,0.70466,0.89739,0.80098,0.87537,0.61957,0.74032,1.27562,0.62546,0.94676,0.002476,0.002476,0.002476
382,53752,0.54839,0.96212,0.49636,0.99164,0.9038,0.80824,0.88748,0.70472,0.89746,0.80151,0.87532,0.61965,0.74029,1.2761,0.6256,0.94647,0.0024562,0.0024562,0.0024562
